Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season,Column1,Unnamed: 0
Asteras Aktor,Panathinaikos,Home,Against,0.0,9.0,10.0,2.0,23.0,11.0,19.0,14.0,1.0,6.0,0.0,Gameweek 14,2025,,
Panathinaikos,Asteras Aktor,Away,For,0.0,9.0,10.0,2.0,23.0,11.0,19.0,14.0,1.0,6.0,0.0,Gameweek 14,2025,,
Panathinaikos,Asteras Aktor,Away,Against,0.0,6.0,18.0,5.0,14.0,12.0,16.0,17.0,2.0,4.0,2.0,Gameweek 14,2025,,
PAS Lamia 1964,Panetolikos,Home,For,0.0,5.0,12.0,2.0,11.0,6.0,32.0,12.0,0.0,7.0,2.0,Gameweek 14,2025,,
PAS Lamia 1964,Panetolikos,Home,Against,0.0,1.0,9.0,4.0,6.0,6.0,21.0,21.0,0.0,2.0,1.0,Gameweek 14,2025,,
Panetolikos,PAS Lamia 1964,Away,For,0.0,1.0,9.0,4.0,6.0,6.0,21.0,21.0,0.0,2.0,1.0,Gameweek 14,2025,,
Panetolikos,PAS Lamia 1964,Away,Against,0.0,5.0,12.0,2.0,11.0,6.0,32.0,12.0,0.0,7.0,2.0,Gameweek 14,2025,,
Athens Kallithea FC,APO Levadiakos,Home,For,0.0,6.0,14.0,3.0,11.0,4.0,26.0,20.0,1.0,6.0,0.0,Gameweek 14,2025,,
Athens Kallithea FC,APO Levadiakos,Home,Against,0.0,5.0,20.0,8.0,12.0,3.0,15.0,12.0,1.0,6.0,1.0,Gameweek 14,2025,,
APO Levadiakos,Athens Kallithea FC,Away,For,0.0,5.0,20.0,8.0,12.0,3.0,15.0,12.0,1.0,6.0,1.0,Gameweek 14,2025,,
APO Levadiakos,Athens Kallithea FC,Away,Against,0.0,6.0,14.0,3.0,11.0,4.0,26.0,20.0,1.0,6.0,0.0,Gameweek 14,2025,,
PAS Lamia 1964,AEK Athens,Home,For,0.0,2.0,13.0,2.0,3.0,11.0,21.0,24.0,1.0,1.0,1.0,Gameweek 15,2025,,
PAS Lamia 1964,AEK Athens,Home,Against,0.0,8.0,15.0,2.0,15.0,5.0,25.0,13.0,1.0,3.0,4.0,Gameweek 15,2025,,
AEK Athens,PAS Lamia 1964,Away,For,0.0,8.0,15.0,2.0,15.0,5.0,25.0,13.0,1.0,3.0,4.0,Gameweek 15,2025,,
AEK Athens,PAS Lamia 1964,Away,Against,0.0,2.0,13.0,2.0,3.0,11.0,21.0,24.0,1.0,1.0,1.0,Gameweek 15,2025,,
Atromitos Athens,OFI Crete,Home,For,0.0,4.0,17.0,2.0,12.0,3.0,22.0,15.0,1.0,3.0,6.0,Gameweek 15,2025,,
Atromitos Athens,OFI Crete,Home,Against,0.0,2.0,9.0,4.0,3.0,11.0,27.0,18.0,0.0,0.0,0.0,Gameweek 15,2025,,
OFI Crete,Atromitos Athens,Away,For,0.0,2.0,9.0,4.0,3.0,11.0,27.0,18.0,0.0,0.0,0.0,Gameweek 15,2025,,
OFI Crete,Atromitos Athens,Away,Against,0.0,4.0,17.0,2.0,12.0,3.0,22.0,15.0,1.0,3.0,6.0,Gameweek 15,2025,,
NPS Volos,Asteras Aktor,Home,For,0.0,1.0,11.0,4.0,4.0,9.0,19.0,18.0,1.0,3.0,3.0,Gameweek 15,2025,,
NPS Volos,Asteras Aktor,Home,Against,0.0,10.0,15.0,2.0,13.0,6.0,18.0,18.0,1.0,5.0,1.0,Gameweek 15,2025,,
Asteras Aktor,NPS Volos,Away,For,0.0,10.0,15.0,2.0,13.0,6.0,18.0,18.0,1.0,5.0,1.0,Gameweek 15,2025,,
Asteras Aktor,NPS Volos,Away,Against,0.0,1.0,11.0,4.0,4.0,9.0,19.0,18.0,1.0,3.0,3.0,Gameweek 15,2025,,
Aris Thessaloniki,MGS Panserraikos,Home,For,1.0,6.0,19.0,6.0,13.0,5.0,21.0,17.0,2.0,3.0,1.0,Gameweek 15,2025,,
Aris Thessaloniki,MGS Panserraikos,Home,Against,0.0,3.0,16.0,5.0,11.0,12.0,23.0,8.0,1.0,4.0,1.0,Gameweek 15,2025,,
MGS Panserraikos,Aris Thessaloniki,Away,For,0.0,3.0,16.0,5.0,11.0,12.0,23.0,8.0,1.0,4.0,1.0,Gameweek 15,2025,,
MGS Panserraikos,Aris Thessaloniki,Away,Against,1.0,6.0,19.0,6.0,13.0,5.0,21.0,17.0,2.0,3.0,1.0,Gameweek 15,2025,,
APO Levadiakos,Panathinaikos,Home,For,0.0,1.0,16.0,2.0,5.0,14.0,27.0,13.0,1.0,2.0,1.0,Gameweek 15,2025,,
APO Levadiakos,Panathinaikos,Home,Against,0.0,11.0,15.0,1.0,15.0,4.0,18.0,17.0,0.0,5.0,0.0,Gameweek 15,2025,,
Panathinaikos,APO Levadiakos,Away,For,0.0,11.0,15.0,1.0,15.0,4.0,18.0,17.0,0.0,5.0,0.0,Gameweek 15,2025,,
Panathinaikos,APO Levadiakos,Away,Against,0.0,1.0,16.0,2.0,5.0,14.0,27.0,13.0,1.0,2.0,1.0,Gameweek 15,2025,,
Panetolikos,PAOK,Home,For,0.0,3.0,11.0,4.0,9.0,10.0,15.0,14.0,2.0,2.0,3.0,Gameweek 15,2025,,
Panetolikos,PAOK,Home,Against,0.0,7.0,14.0,3.0,15.0,5.0,21.0,12.0,1.0,7.0,1.0,Gameweek 15,2025,,
PAOK,Panetolikos,Away,For,0.0,7.0,14.0,3.0,15.0,5.0,21.0,12.0,1.0,7.0,1.0,Gameweek 15,2025,,
PAOK,Panetolikos,Away,Against,0.0,3.0,11.0,4.0,9.0,10.0,15.0,14.0,2.0,2.0,3.0,Gameweek 15,2025,,
Athens Kallithea FC,Olympiacos FC,Home,For,0.0,5.0,9.0,2.0,2.0,13.0,21.0,20.0,0.0,1.0,3.0,Gameweek 15,2025,,
Athens Kallithea FC,Olympiacos FC,Home,Against,0.0,4.0,13.0,3.0,13.0,5.0,22.0,23.0,0.0,3.0,2.0,Gameweek 15,2025,,
Olympiacos FC,Athens Kallithea FC,Away,For,0.0,4.0,13.0,3.0,13.0,5.0,22.0,23.0,0.0,3.0,2.0,Gameweek 15,2025,,
Olympiacos FC,Athens Kallithea FC,Away,Against,0.0,5.0,9.0,2.0,2.0,13.0,21.0,20.0,0.0,1.0,3.0,Gameweek 15,2025,,
Olympiacos FC,PAS Lamia 1964,Home,For,0.0,8.0,7.0,0.0,20.0,2.0,24.0,25.0,0.0,4.0,4.0,Gameweek 16,2025,,
Olympiacos FC,PAS Lamia 1964,Home,Against,0.0,0.0,12.0,3.0,6.0,18.0,23.0,23.0,0.0,3.0,0.0,Gameweek 16,2025,,
PAS Lamia 1964,Olympiacos FC,Away,For,0.0,0.0,12.0,3.0,6.0,18.0,23.0,23.0,0.0,3.0,0.0,Gameweek 16,2025,,
PAS Lamia 1964,Olympiacos FC,Away,Against,0.0,8.0,7.0,0.0,20.0,2.0,24.0,25.0,0.0,4.0,4.0,Gameweek 16,2025,,
MGS Panserraikos,Panetolikos,Home,For,0.0,4.0,13.0,3.0,15.0,8.0,21.0,17.0,1.0,3.0,0.0,Gameweek 16,2025,,
MGS Panserraikos,Panetolikos,Home,Against,0.0,6.0,10.0,1.0,11.0,17.0,14.0,18.0,1.0,4.0,0.0,Gameweek 16,2025,,
Panetolikos,MGS Panserraikos,Away,For,0.0,6.0,10.0,1.0,11.0,17.0,14.0,18.0,1.0,4.0,0.0,Gameweek 16,2025,,
Panetolikos,MGS Panserraikos,Away,Against,0.0,4.0,13.0,3.0,15.0,8.0,21.0,17.0,1.0,3.0,0.0,Gameweek 16,2025,,
Panathinaikos,Athens Kallithea FC,Home,For,0.0,17.0,14.0,5.0,33.0,3.0,19.0,10.0,2.0,6.0,1.0,Gameweek 16,2025,,
Panathinaikos,Athens Kallithea FC,Home,Against,1.0,3.0,13.0,5.0,2.0,15.0,12.0,15.0,2.0,1.0,1.0,Gameweek 16,2025,,
Athens Kallithea FC,Panathinaikos,Away,For,1.0,3.0,13.0,5.0,2.0,15.0,12.0,15.0,2.0,1.0,1.0,Gameweek 16,2025,,
Athens Kallithea FC,Panathinaikos,Away,Against,0.0,17.0,14.0,5.0,33.0,3.0,19.0,10.0,2.0,6.0,1.0,Gameweek 16,2025,,
PAOK,Atromitos Athens,Home,For,0.0,7.0,10.0,2.0,16.0,4.0,16.0,8.0,1.0,5.0,2.0,Gameweek 16,2025,,
PAOK,Atromitos Athens,Home,Against,1.0,6.0,15.0,4.0,5.0,9.0,12.0,9.0,1.0,1.0,2.0,Gameweek 16,2025,,
Atromitos Athens,PAOK,Away,For,1.0,6.0,15.0,4.0,5.0,9.0,12.0,9.0,1.0,1.0,2.0,Gameweek 16,2025,,
Atromitos Athens,PAOK,Away,Against,0.0,7.0,10.0,2.0,16.0,4.0,16.0,8.0,1.0,5.0,2.0,Gameweek 16,2025,,
AEK Athens,APO Levadiakos,Home,For,0.0,9.0,19.0,2.0,26.0,1.0,26.0,16.0,1.0,6.0,0.0,Gameweek 16,2025,,
AEK Athens,APO Levadiakos,Home,Against,0.0,2.0,13.0,8.0,4.0,16.0,13.0,20.0,1.0,2.0,2.0,Gameweek 16,2025,,
APO Levadiakos,AEK Athens,Away,For,0.0,2.0,13.0,8.0,4.0,16.0,13.0,20.0,1.0,2.0,2.0,Gameweek 16,2025,,
APO Levadiakos,AEK Athens,Away,Against,0.0,9.0,19.0,2.0,26.0,1.0,26.0,16.0,1.0,6.0,0.0,Gameweek 16,2025,,
Asteras Aktor,Aris Thessaloniki,Home,For,0.0,1.0,9.0,1.0,11.0,11.0,34.0,23.0,0.0,3.0,3.0,Gameweek 16,2025,,
Asteras Aktor,Aris Thessaloniki,Home,Against,0.0,3.0,13.0,3.0,12.0,15.0,21.0,21.0,2.0,2.0,2.0,Gameweek 16,2025,,
Aris Thessaloniki,Asteras Aktor,Away,For,0.0,3.0,13.0,3.0,12.0,15.0,21.0,21.0,2.0,2.0,2.0,Gameweek 16,2025,,
Aris Thessaloniki,Asteras Aktor,Away,Against,0.0,1.0,9.0,1.0,11.0,11.0,34.0,23.0,0.0,3.0,3.0,Gameweek 16,2025,,
OFI Crete,NPS Volos,Home,For,0.0,3.0,21.0,6.0,19.0,8.0,18.0,14.0,2.0,7.0,0.0,Gameweek 16,2025,,
OFI Crete,NPS Volos,Home,Against,1.0,5.0,10.0,4.0,9.0,9.0,27.0,10.0,0.0,2.0,0.0,Gameweek 16,2025,,
NPS Volos,OFI Crete,Away,For,1.0,5.0,10.0,4.0,9.0,9.0,27.0,10.0,0.0,2.0,0.0,Gameweek 16,2025,,
NPS Volos,OFI Crete,Away,Against,0.0,3.0,21.0,6.0,19.0,8.0,18.0,14.0,2.0,7.0,0.0,Gameweek 16,2025,,
Athens Kallithea FC,PAS Lamia 1964,Home,For,0.0,3.0,14.0,0.0,12.0,10.0,22.0,25.0,0.0,4.0,2.0,Gameweek 17,2025,,
Athens Kallithea FC,PAS Lamia 1964,Home,Against,1.0,4.0,9.0,0.0,9.0,9.0,27.0,18.0,0.0,4.0,1.0,Gameweek 17,2025,,
PAS Lamia 1964,Athens Kallithea FC,Away,For,1.0,4.0,9.0,0.0,9.0,9.0,27.0,18.0,0.0,4.0,1.0,Gameweek 17,2025,,
PAS Lamia 1964,Athens Kallithea FC,Away,Against,0.0,3.0,14.0,0.0,12.0,10.0,22.0,25.0,0.0,4.0,2.0,Gameweek 17,2025,,
APO Levadiakos,MGS Panserraikos,Home,For,1.0,5.0,10.0,5.0,19.0,11.0,31.0,23.0,1.0,3.0,0.0,Gameweek 17,2025,,
APO Levadiakos,MGS Panserraikos,Home,Against,1.0,4.0,16.0,2.0,6.0,11.0,34.0,16.0,1.0,0.0,3.0,Gameweek 17,2025,,
MGS Panserraikos,APO Levadiakos,Away,For,1.0,4.0,16.0,2.0,6.0,11.0,34.0,16.0,1.0,0.0,3.0,Gameweek 17,2025,,
MGS Panserraikos,APO Levadiakos,Away,Against,1.0,5.0,10.0,5.0,19.0,11.0,31.0,23.0,1.0,3.0,0.0,Gameweek 17,2025,,
Aris Thessaloniki,OFI Crete,Home,For,2.0,12.0,16.0,5.0,10.0,8.0,21.0,9.0,2.0,2.0,4.0,Gameweek 17,2025,,
Aris Thessaloniki,OFI Crete,Home,Against,0.0,2.0,15.0,3.0,6.0,9.0,10.0,13.0,2.0,2.0,1.0,Gameweek 17,2025,,
OFI Crete,Aris Thessaloniki,Away,For,0.0,2.0,15.0,3.0,6.0,9.0,10.0,13.0,2.0,2.0,1.0,Gameweek 17,2025,,
OFI Crete,Aris Thessaloniki,Away,Against,2.0,12.0,16.0,5.0,10.0,8.0,21.0,9.0,2.0,2.0,4.0,Gameweek 17,2025,,
NPS Volos,AEK Athens,Home,For,0.0,3.0,16.0,1.0,7.0,10.0,15.0,20.0,0.0,4.0,1.0,Gameweek 17,2025,,
NPS Volos,AEK Athens,Home,Against,0.0,5.0,14.0,2.0,19.0,1.0,12.0,9.0,1.0,9.0,1.0,Gameweek 17,2025,,
AEK Athens,NPS Volos,Away,For,0.0,5.0,14.0,2.0,19.0,1.0,12.0,9.0,1.0,9.0,1.0,Gameweek 17,2025,,
AEK Athens,NPS Volos,Away,Against,0.0,3.0,16.0,1.0,7.0,10.0,15.0,20.0,0.0,4.0,1.0,Gameweek 17,2025,,
Atromitos Athens,Asteras Aktor,Home,For,13.0,0.0,4.0,1.0,7.0,1.0,2.0,23.0,9.0,0.0,6.0,Gameweek 17,2025,,
Atromitos Athens,Asteras Aktor,Home,Against,13.0,0.0,8.0,1.0,10.0,3.0,4.0,19.0,4.0,2.0,13.0,Gameweek 17,2025,,
Asteras Aktor,Atromitos Athens,Away,For,13.0,0.0,8.0,1.0,10.0,3.0,4.0,19.0,4.0,2.0,13.0,Gameweek 17,2025,,
Asteras Aktor,Atromitos Athens,Away,Against,13.0,0.0,4.0,1.0,7.0,1.0,2.0,23.0,9.0,0.0,6.0,Gameweek 17,2025,,
Panathinaikos,PAOK,Home,For,13.0,0.0,9.0,10.0,10.0,2.0,1.0,23.0,4.0,0.0,18.0,Gameweek 17,2025,,
Panathinaikos,PAOK,Home,Against,1.0,2.0,17.0,5.0,3.0,10.0,11.0,13.0,1.0,2.0,1.0,Gameweek 17,2025,,
PAOK,Panathinaikos,Away,For,1.0,2.0,17.0,5.0,3.0,10.0,11.0,13.0,1.0,2.0,1.0,Gameweek 17,2025,,
PAOK,Panathinaikos,Away,Against,0.0,9.0,13.0,1.0,18.0,4.0,23.0,10.0,0.0,10.0,2.0,Gameweek 17,2025,,
Panetolikos,Olympiacos FC,Home,For,1.0,0.0,11.0,3.0,4.0,21.0,12.0,6.0,2.0,1.0,1.0,Gameweek 17,2025,,
Panetolikos,Olympiacos FC,Home,Against,0.0,8.0,15.0,1.0,18.0,5.0,21.0,19.0,1.0,6.0,3.0,Gameweek 17,2025,,
Olympiacos FC,Panetolikos,Away,For,0.0,8.0,15.0,1.0,18.0,5.0,21.0,19.0,1.0,6.0,3.0,Gameweek 17,2025,,
Olympiacos FC,Panetolikos,Away,Against,1.0,0.0,11.0,3.0,4.0,21.0,12.0,6.0,2.0,1.0,1.0,Gameweek 17,2025,,
Olympiacos FC,Aris Thessaloniki,Home,For,0.0,6.0,10.0,2.0,14.0,2.0,38.0,14.0,1.0,4.0,2.0,Gameweek 18,2025,,
Olympiacos FC,Aris Thessaloniki,Home,Against,1.0,0.0,11.0,3.0,5.0,10.0,17.0,21.0,1.0,3.0,1.0,Gameweek 18,2025,,
Aris Thessaloniki,Olympiacos FC,Away,For,1.0,0.0,11.0,3.0,5.0,10.0,17.0,21.0,1.0,3.0,1.0,Gameweek 18,2025,,
Aris Thessaloniki,Olympiacos FC,Away,Against,0.0,6.0,10.0,2.0,14.0,2.0,38.0,14.0,1.0,4.0,2.0,Gameweek 18,2025,,
MGS Panserraikos,Panathinaikos,Home,For,0.0,1.0,18.0,5.0,10.0,10.0,31.0,19.0,1.0,3.0,5.0,Gameweek 18,2025,,
MGS Panserraikos,Panathinaikos,Home,Against,1.0,6.0,12.0,2.0,12.0,5.0,22.0,19.0,1.0,5.0,0.0,Gameweek 18,2025,,
Panathinaikos,MGS Panserraikos,Away,For,1.0,6.0,12.0,2.0,12.0,5.0,22.0,19.0,1.0,5.0,0.0,Gameweek 18,2025,,
Panathinaikos,MGS Panserraikos,Away,Against,0.0,1.0,18.0,5.0,10.0,10.0,31.0,19.0,1.0,3.0,5.0,Gameweek 18,2025,,
PAS Lamia 1964,Atromitos Athens,Home,For,0.0,6.0,15.0,2.0,11.0,8.0,38.0,20.0,1.0,2.0,3.0,Gameweek 18,2025,,
PAS Lamia 1964,Atromitos Athens,Home,Against,0.0,1.0,16.0,3.0,8.0,13.0,24.0,17.0,0.0,5.0,0.0,Gameweek 18,2025,,
Atromitos Athens,PAS Lamia 1964,Away,For,0.0,1.0,16.0,3.0,8.0,13.0,24.0,17.0,0.0,5.0,0.0,Gameweek 18,2025,,
Atromitos Athens,PAS Lamia 1964,Away,Against,0.0,6.0,15.0,2.0,11.0,8.0,38.0,20.0,1.0,2.0,3.0,Gameweek 18,2025,,
PAOK,NPS Volos,Home,For,0.0,15.0,6.0,2.0,17.0,4.0,27.0,15.0,1.0,4.0,4.0,Gameweek 18,2025,,
PAOK,NPS Volos,Home,Against,0.0,3.0,11.0,2.0,9.0,15.0,19.0,17.0,2.0,6.0,1.0,Gameweek 18,2025,,
NPS Volos,PAOK,Away,For,0.0,3.0,11.0,2.0,9.0,15.0,19.0,17.0,2.0,6.0,1.0,Gameweek 18,2025,,
NPS Volos,PAOK,Away,Against,0.0,15.0,6.0,2.0,17.0,4.0,27.0,15.0,1.0,4.0,4.0,Gameweek 18,2025,,
AEK Athens,Athens Kallithea FC,Home,For,1.0,9.0,14.0,2.0,25.0,5.0,26.0,13.0,0.0,4.0,0.0,Gameweek 18,2025,,
AEK Athens,Athens Kallithea FC,Home,Against,0.0,3.0,15.0,3.0,6.0,11.0,22.0,24.0,1.0,1.0,0.0,Gameweek 18,2025,,
Athens Kallithea FC,AEK Athens,Away,For,0.0,3.0,15.0,3.0,6.0,11.0,22.0,24.0,1.0,1.0,0.0,Gameweek 18,2025,,
Athens Kallithea FC,AEK Athens,Away,Against,1.0,9.0,14.0,2.0,25.0,5.0,26.0,13.0,0.0,4.0,0.0,Gameweek 18,2025,,
Asteras Aktor,Panetolikos,Home,For,0.0,4.0,12.0,1.0,9.0,8.0,26.0,19.0,1.0,4.0,2.0,Gameweek 18,2025,,
Asteras Aktor,Panetolikos,Home,Against,0.0,4.0,13.0,2.0,11.0,6.0,35.0,18.0,1.0,6.0,6.0,Gameweek 18,2025,,
Panetolikos,Asteras Aktor,Away,For,0.0,4.0,13.0,2.0,11.0,6.0,35.0,18.0,1.0,6.0,6.0,Gameweek 18,2025,,
Panetolikos,Asteras Aktor,Away,Against,0.0,4.0,12.0,1.0,9.0,8.0,26.0,19.0,1.0,4.0,2.0,Gameweek 18,2025,,
OFI Crete,APO Levadiakos,Home,For,0.0,3.0,10.0,2.0,23.0,7.0,31.0,16.0,0.0,5.0,0.0,Gameweek 18,2025,,
OFI Crete,APO Levadiakos,Home,Against,0.0,5.0,15.0,7.0,11.0,18.0,16.0,20.0,2.0,3.0,1.0,Gameweek 18,2025,,
APO Levadiakos,OFI Crete,Away,For,0.0,5.0,15.0,7.0,11.0,18.0,16.0,20.0,2.0,3.0,1.0,Gameweek 18,2025,,
APO Levadiakos,OFI Crete,Away,Against,0.0,3.0,10.0,2.0,23.0,7.0,31.0,16.0,0.0,5.0,0.0,Gameweek 18,2025,,
Athens Kallithea FC,NPS Volos,Home,For,0.0,3.0,10.0,3.0,13.0,8.0,14.0,9.0,1.0,4.0,4.0,Gameweek 19,2025,,
Athens Kallithea FC,NPS Volos,Home,Against,0.0,3.0,28.0,2.0,13.0,7.0,24.0,15.0,1.0,2.0,0.0,Gameweek 19,2025,,
NPS Volos,Athens Kallithea FC,Away,For,0.0,3.0,28.0,2.0,13.0,7.0,24.0,15.0,1.0,2.0,0.0,Gameweek 19,2025,,
NPS Volos,Athens Kallithea FC,Away,Against,0.0,3.0,10.0,3.0,13.0,8.0,14.0,9.0,1.0,4.0,4.0,Gameweek 19,2025,,
Atromitos Athens,Olympiacos FC,Home,For,0.0,3.0,13.0,2.0,5.0,15.0,22.0,20.0,1.0,1.0,0.0,Gameweek 19,2025,,
Atromitos Athens,Olympiacos FC,Home,Against,0.0,5.0,9.0,2.0,17.0,6.0,27.0,17.0,0.0,8.0,6.0,Gameweek 19,2025,,
Olympiacos FC,Atromitos Athens,Away,For,0.0,5.0,9.0,2.0,17.0,6.0,27.0,17.0,0.0,8.0,6.0,Gameweek 19,2025,,
Olympiacos FC,Atromitos Athens,Away,Against,0.0,3.0,13.0,2.0,5.0,15.0,22.0,20.0,1.0,1.0,0.0,Gameweek 19,2025,,
APO Levadiakos,Asteras Aktor,Home,For,0.0,2.0,16.0,1.0,6.0,6.0,22.0,17.0,1.0,3.0,4.0,Gameweek 19,2025,,
APO Levadiakos,Asteras Aktor,Home,Against,0.0,5.0,22.0,4.0,10.0,4.0,22.0,9.0,1.0,3.0,1.0,Gameweek 19,2025,,
Asteras Aktor,APO Levadiakos,Away,For,0.0,5.0,22.0,4.0,10.0,4.0,22.0,9.0,1.0,3.0,1.0,Gameweek 19,2025,,
Asteras Aktor,APO Levadiakos,Away,Against,0.0,2.0,16.0,1.0,6.0,6.0,22.0,17.0,1.0,3.0,4.0,Gameweek 19,2025,,
Panetolikos,OFI Crete,Home,For,0.0,4.0,13.0,1.0,10.0,12.0,22.0,14.0,0.0,4.0,4.0,Gameweek 19,2025,,
Panetolikos,OFI Crete,Home,Against,0.0,4.0,14.0,6.0,9.0,5.0,18.0,13.0,0.0,4.0,1.0,Gameweek 19,2025,,
OFI Crete,Panetolikos,Away,For,0.0,4.0,14.0,6.0,9.0,5.0,18.0,13.0,0.0,4.0,1.0,Gameweek 19,2025,,
OFI Crete,Panetolikos,Away,Against,0.0,4.0,13.0,1.0,10.0,12.0,22.0,14.0,0.0,4.0,4.0,Gameweek 19,2025,,
Aris Thessaloniki,PAOK,Home,For,0.0,5.0,8.0,1.0,12.0,9.0,14.0,19.0,0.0,2.0,1.0,Gameweek 19,2025,,
Aris Thessaloniki,PAOK,Home,Against,0.0,3.0,15.0,1.0,15.0,7.0,21.0,20.0,0.0,5.0,0.0,Gameweek 19,2025,,
PAOK,Aris Thessaloniki,Away,For,0.0,3.0,15.0,1.0,15.0,7.0,21.0,20.0,0.0,5.0,0.0,Gameweek 19,2025,,
PAOK,Aris Thessaloniki,Away,Against,0.0,5.0,8.0,1.0,12.0,9.0,14.0,19.0,0.0,2.0,1.0,Gameweek 19,2025,,
Panathinaikos,AEK Athens,Home,For,0.0,0.0,14.0,4.0,5.0,9.0,15.0,23.0,2.0,2.0,2.0,Gameweek 19,2025,,
Panathinaikos,AEK Athens,Home,Against,0.0,7.0,15.0,2.0,9.0,3.0,32.0,10.0,1.0,2.0,4.0,Gameweek 19,2025,,
AEK Athens,Panathinaikos,Away,For,0.0,7.0,15.0,2.0,9.0,3.0,32.0,10.0,1.0,2.0,4.0,Gameweek 19,2025,,
AEK Athens,Panathinaikos,Away,Against,0.0,0.0,14.0,4.0,5.0,9.0,15.0,23.0,2.0,2.0,2.0,Gameweek 19,2025,,
MGS Panserraikos,PAS Lamia 1964,Home,For,0.0,4.0,19.0,2.0,17.0,4.0,15.0,18.0,0.0,6.0,2.0,Gameweek 19,2025,,
MGS Panserraikos,PAS Lamia 1964,Home,Against,0.0,3.0,15.0,3.0,9.0,15.0,25.0,18.0,1.0,1.0,0.0,Gameweek 19,2025,,
PAS Lamia 1964,MGS Panserraikos,Away,For,0.0,3.0,15.0,3.0,9.0,15.0,25.0,18.0,1.0,1.0,0.0,Gameweek 19,2025,,
PAS Lamia 1964,MGS Panserraikos,Away,Against,0.0,4.0,19.0,2.0,17.0,4.0,15.0,18.0,0.0,6.0,2.0,Gameweek 19,2025,,
NPS Volos,Atromitos Athens,Home,For,0.0,4.0,23.0,5.0,9.0,9.0,19.0,7.0,1.0,2.0,1.0,Gameweek 20,2025,,
NPS Volos,Atromitos Athens,Home,Against,1.0,2.0,21.0,3.0,6.0,6.0,14.0,13.0,0.0,2.0,3.0,Gameweek 20,2025,,
Atromitos Athens,NPS Volos,Away,For,1.0,2.0,21.0,3.0,6.0,6.0,14.0,13.0,0.0,2.0,3.0,Gameweek 20,2025,,
Atromitos Athens,NPS Volos,Away,Against,0.0,4.0,23.0,5.0,9.0,9.0,19.0,7.0,1.0,2.0,1.0,Gameweek 20,2025,,
Asteras Aktor,Athens Kallithea FC,Home,For,0.0,7.0,15.0,3.0,15.0,8.0,22.0,17.0,1.0,5.0,0.0,Gameweek 20,2025,,
Asteras Aktor,Athens Kallithea FC,Home,Against,1.0,3.0,8.0,3.0,8.0,7.0,24.0,7.0,1.0,3.0,1.0,Gameweek 20,2025,,
Athens Kallithea FC,Asteras Aktor,Away,For,1.0,3.0,8.0,3.0,8.0,7.0,24.0,7.0,1.0,3.0,1.0,Gameweek 20,2025,,
Athens Kallithea FC,Asteras Aktor,Away,Against,0.0,7.0,15.0,3.0,15.0,8.0,22.0,17.0,1.0,5.0,0.0,Gameweek 20,2025,,
OFI Crete,MGS Panserraikos,Home,For,1.0,9.0,14.0,7.0,23.0,7.0,20.0,14.0,0.0,10.0,1.0,Gameweek 20,2025,,
OFI Crete,MGS Panserraikos,Home,Against,0.0,8.0,16.0,4.0,16.0,9.0,14.0,21.0,1.0,5.0,2.0,Gameweek 20,2025,,
MGS Panserraikos,OFI Crete,Away,For,0.0,8.0,16.0,4.0,16.0,9.0,14.0,21.0,1.0,5.0,2.0,Gameweek 20,2025,,
MGS Panserraikos,OFI Crete,Away,Against,1.0,9.0,14.0,7.0,23.0,7.0,20.0,14.0,0.0,10.0,1.0,Gameweek 20,2025,,
AEK Athens,Panetolikos,Home,For,0.0,7.0,15.0,1.0,15.0,5.0,15.0,12.0,0.0,4.0,5.0,Gameweek 20,2025,,
AEK Athens,Panetolikos,Home,Against,0.0,4.0,8.0,3.0,5.0,13.0,14.0,16.0,1.0,1.0,0.0,Gameweek 20,2025,,
Panetolikos,AEK Athens,Away,For,0.0,4.0,8.0,3.0,5.0,13.0,14.0,16.0,1.0,1.0,0.0,Gameweek 20,2025,,
Panetolikos,AEK Athens,Away,Against,0.0,7.0,15.0,1.0,15.0,5.0,15.0,12.0,0.0,4.0,5.0,Gameweek 20,2025,,
PAS Lamia 1964,Aris Thessaloniki,Home,For,1.0,3.0,7.0,1.0,5.0,8.0,23.0,21.0,0.0,1.0,2.0,Gameweek 20,2025,,
PAS Lamia 1964,Aris Thessaloniki,Home,Against,0.0,7.0,16.0,2.0,18.0,6.0,27.0,15.0,0.0,8.0,1.0,Gameweek 20,2025,,
Aris Thessaloniki,PAS Lamia 1964,Away,For,0.0,7.0,16.0,2.0,18.0,6.0,27.0,15.0,0.0,8.0,1.0,Gameweek 20,2025,,
Aris Thessaloniki,PAS Lamia 1964,Away,Against,1.0,3.0,7.0,1.0,5.0,8.0,23.0,21.0,0.0,1.0,2.0,Gameweek 20,2025,,
PAOK,APO Levadiakos,Home,For,0.0,10.0,10.0,0.0,13.0,7.0,28.0,14.0,0.0,1.0,3.0,Gameweek 20,2025,,
PAOK,APO Levadiakos,Home,Against,0.0,3.0,11.0,4.0,10.0,9.0,24.0,17.0,2.0,5.0,0.0,Gameweek 20,2025,,
APO Levadiakos,PAOK,Away,For,0.0,3.0,11.0,4.0,10.0,9.0,24.0,17.0,2.0,5.0,0.0,Gameweek 20,2025,,
